"","source_id","author","year","journal","citation","table_figure"
"168","0001H8AKV7X4YDDSKSKE7510RR","Facade",1973,"Journal of Fish Biology","Facade, S. O., & Olaniyan, C. I. O. (1973). The food and feeding interrelationship of the fishes in the Lagos lagoon. Journal of Fish Biology, 5(2), 205-225.","tbl_10"
"169","0001H8AKV74TKZR2HHJNVNTP32","Fagbenro",1992,"Tropical Zoology","Fagbenro, O. A. (1992). The dietary habits of the clariid catfish, Heterobranchus bidorsalis (Geoffroy St. Hilaire 1809) in Owena Reservoir, Southwestern Nigeria. Tropical Zoology, 5(1), 11-17.","tbl_1"
"170","0001H8AKV8FGVCB0068K5KAQ48","Ferreira",2013,"Studies on neotropical fauna and environment","Ferreira, G. L., Lopes, V. G., Cantarino Gomes, J. H., & Castelo Branco, C. W. (2013). Condition factor and diet of the catfish Loricariichthys castaneus (Castelnau, 1855): gender differences in three tropical reservoirs. Studies on neotropical fauna and environment, 48(3), 190-198.","tbl_3"
"171","0001H8AKV8WBJTTMNFFGA5CGNS","Fochetti",2008,"Belgian Journal of Zoology","Fochetti, R., Argano, R., & Tierno de Figueroa, J. M. (2008). Feeding ecology of various age-classes of brown trout in River Nera, Central Italy.","tbl_2"
"172","0001H8AKV8DKH89NPCAWPY206C","Franz",1970,"California Fish and Game","Frantz, T. C., & Cordone, A. J. (1970). Food of lake trout in Lake Tahoe. California Fish and Game, 56(1).","tbl_3"
"173","0001H8AKV8A385N5H2MGG3C7CC","Franz",1970,"California Fish and Game","Frantz, T. C., & Cordone, A. J. (1970). Food of lake trout in Lake Tahoe. California Fish and Game, 56(1).","tbl_4"
"174","0001H8AKV8DTA5MVNA7BSD9EZQ","Galat",1983,"Transactions of the American Fisheries Society","Galat, D. L., & Vucinich, N. (1983). Food partitioning between young of the year of two sympatric tui chub morphs. Transactions of the American Fisheries Society, 112(4), 486-497.","tbl_1"
"175","0001H8AKV9121GQ6JC8625J837","Gerking",1962,"Ecological Monographs","Gerking, S. D. (1962). Production and food utilization in a population of bluegill sunfish. Ecological Monographs, 32(1), 31-78.","tbl_14"
"176","0001H8AKV9TKQWJH33V65RCTWB","Goodson",1965,"California Fish and Game","Goodson Jr, L. F. (1965). Diets of four warmwater game fishes in a fluctuating, steep-sided, California reservoir. California Fish and Game, 51, 259-269.","tbl_3"
"177","0001H8AKV93V1K79KEYYCDWFXH","Goodson",1965,"California Fish and Game","Goodson Jr, L. F. (1965). Diets of four warmwater game fishes in a fluctuating, steep-sided, California reservoir. California Fish and Game, 51, 259-269.","tbl_4"
"178","0001H8AKV9DB6CRACWBCK756SF","Goodson",1965,"California Fish and Game","Goodson Jr, L. F. (1965). Diets of four warmwater game fishes in a fluctuating, steep-sided, California reservoir. California Fish and Game, 51, 259-269.","tbl_5"
"179","0001H8AKVAHJS7KVEAM99604DM","Goodson",1965,"California Fish and Game","Goodson Jr, L. F. (1965). Diets of four warmwater game fishes in a fluctuating, steep-sided, California reservoir. California Fish and Game, 51, 259-269.","tbl_6"
"180","0001H8AKVAD4BMJPRWS3BDZWSX","Goodson",1965,"California Fish and Game","Goodson Jr, L. F. (1965). Diets of four warmwater game fishes in a fluctuating, steep-sided, California reservoir. California Fish and Game, 51, 259-269.","tbl_8"
"181","0001H8AKVASRZCD4F51J3FHX64","Michael",1983,"International Journal of Tropical Biology and Conservation","Michael, G., & Ferreira, E. J. (1983). Shrimp-eating fishes and a case of prey-switching in Amazon Rivers. Revista Brasileira de Zoologia, 2(3), 85-97.","tbl_2"
"182","0001H8AKVAMDRVR6ESBMY3QBCN","Michael",1983,"International Journal of Tropical Biology and Conservation","Michael, G., & Ferreira, E. J. (1983). Shrimp-eating fishes and a case of prey-switching in Amazon Rivers. Revista Brasileira de Zoologia, 2(3), 85-97.","tbl_3"
"183","0001H8AKVAC9QV5WYE4T8X836M","Greenfield",1983,"Copeia","Greenfield, D. W., Greenfield, T. A., & Brinton, S. L. (1983). Spatial and trophic interactions between Gambusia sexradiata and Gambusia puncticulata yucatana (Pisces: Poeciliidae) in Belize, Central America. Copeia, 598-607.","tbl_1"
"184","0001H8AKVAQCN0MCPMQT00QFMG","Greenfield",1983,"Copeia","Greenfield, D. W., Greenfield, T. A., & Brinton, S. L. (1983). Spatial and trophic interactions between Gambusia sexradiata and Gambusia puncticulata yucatana (Pisces: Poeciliidae) in Belize, Central America. Copeia, 598-607.","tbl_2"
"185","0001H8AKVAG4T5C45ZHTRZ704D","Guilbard",2007,"American Fisheries Society","Guilbard, F. R. É. D. É. R. I. C., Munro, J. E. A. N., Dumont, P. I. E. R. R. E., Hatin, D. A. N. I. E. L., & Fortin, R. É. J. E. A. N. (2007). Feeding ecology of Atlantic sturgeon and lake sturgeon co-occurring in the St. Lawrence estuarine transition zone. In American Fisheries Society Symposium (Vol. 56, p. 85). American Fisheries Society.","tbl_2"
"186","0001H8AKVBVW2V56BB5F5Y5P0T","Guilbard",2007,"American Fisheries Society","Guilbard, F. R. É. D. É. R. I. C., Munro, J. E. A. N., Dumont, P. I. E. R. R. E., Hatin, D. A. N. I. E. L., & Fortin, R. É. J. E. A. N. (2007). Feeding ecology of Atlantic sturgeon and lake sturgeon co-occurring in the St. Lawrence estuarine transition zone. In American Fisheries Society Symposium (Vol. 56, p. 85). American Fisheries Society.","tbl_3"
"187","0001H8AKVB46KV6M2EH2FHPFMK","Guilbard",2007,"American Fisheries Society","Guilbard, F. R. É. D. É. R. I. C., Munro, J. E. A. N., Dumont, P. I. E. R. R. E., Hatin, D. A. N. I. E. L., & Fortin, R. É. J. E. A. N. (2007). Feeding ecology of Atlantic sturgeon and lake sturgeon co-occurring in the St. Lawrence estuarine transition zone. In American Fisheries Society Symposium (Vol. 56, p. 85). American Fisheries Society.","tbl_4"
"188","0001H8AKVBB62W8DGAMX972GCC","Guilbard",2007,"American Fisheries Society","Guilbard, F. R. É. D. É. R. I. C., Munro, J. E. A. N., Dumont, P. I. E. R. R. E., Hatin, D. A. N. I. E. L., & Fortin, R. É. J. E. A. N. (2007). Feeding ecology of Atlantic sturgeon and lake sturgeon co-occurring in the St. Lawrence estuarine transition zone. In American Fisheries Society Symposium (Vol. 56, p. 85). American Fisheries Society.","tbl_5"
"189","0001H8AKVBXR59SVGMDPDBX3EV","Guilbard",2007,"American Fisheries Society","Guilbard, F. R. É. D. É. R. I. C., Munro, J. E. A. N., Dumont, P. I. E. R. R. E., Hatin, D. A. N. I. E. L., & Fortin, R. É. J. E. A. N. (2007). Feeding ecology of Atlantic sturgeon and lake sturgeon co-occurring in the St. Lawrence estuarine transition zone. In American Fisheries Society Symposium (Vol. 56, p. 85). American Fisheries Society.","tbl_6"
"190","0001H8AKVBBPPT40M3H57GHKW1","Hahn",2005,"Brazilian Archives of Biology and Technology","Hahn, N. S., & Cunha, F. (2005). Feeding and trophic ecomorphology of Satanoperca pappaterra (Pisces, Cichlidae) in the Manso reservoir, Mato Grosso state, Brazil. Brazilian Archives of Biology and Technology, 48(6), 10071012.","tbl_1"
"191","0001H8AKVB7XYXMRGDWD3RQDC9","Hammar",1998,"Nordic Journal of Freshwater Research","Hammar, J. O. H. A. N. (1998). Interactive asymmetry and seasonal niche shifts in sympatric Arctic char (Salvelinus alpinus) and brown trout (Salmo trutta): evidence from winter diet and accumulation of radiocesium. Nordic Journal of Freshwater Research, 33-64.","tbl_2"
"192","0001H8AKVBQ6R5B49WNT8KDJQ6","Hanson",1979,"Canadian field naturalist","HANSON, J., JM, H., & SU, O. (1979). Seasonal growth, food, and feeding habits of young-of-the-year black crappie in the Ottawa River.","tbl_1"
"193","0001H8AKVBQAK68G17RFNBFEXV","Hazzard",1933,"Transactions of the American Fisheries Society","Hazzard, A. S., & Madsen, M. J. (1933). Studies of the food of the cutthroat trout. Transactions of the American Fisheries Society, 63(1), 198-203.","tbl_1"
"194","0001H8AKVBCF87F5QJQ0A1XQYJ","Hazzard",1933,"Transactions of the American Fisheries Society","Hazzard, A. S., & Madsen, M. J. (1933). Studies of the food of the cutthroat trout. Transactions of the American Fisheries Society, 63(1), 198-203.","tbl_3"
"195","0001H8AKVBRFQM91634BSDTRTZ","Hazzard",1933,"Transactions of the American Fisheries Society","Hazzard, A. S., & Madsen, M. J. (1933). Studies of the food of the cutthroat trout. Transactions of the American Fisheries Society, 63(1), 198-203.","tbl_4"
"196","0001H8AKVB8A2GFHGYV1EWWE09","Hazzard",1933,"Transactions of the American Fisheries Society","Hazzard, A. S., & Madsen, M. J. (1933). Studies of the food of the cutthroat trout. Transactions of the American Fisheries Society, 63(1), 198-203.","tbl_5"
"197","0001H8AKVCHGBXHSAY57VKAWZD","Hess",1941,"American Journal of Epidemiology","Hess, A. D., & Tarzwell, C. M. (1941). The feeding habits of Gambusia affinis affinis, with special reference to the malaria mosquito, Anopheles quadrimaculatus.","tbl_1"
"198","0001H8AKVC3SH9HYSY83QVD88P","Hess",1941,"American Journal of Epidemiology","Hess, A. D., & Tarzwell, C. M. (1941). The feeding habits of Gambusia affinis affinis, with special reference to the malaria mosquito, Anopheles quadrimaculatus.","tbl_1b"
"199","0001H8AKVDQHVAQR93TTEEF4C5","Hodgson",1997,"Ecology of freshwater fish","Hodgson, J. R., He, X., Schindler, D. E., & Kitchell, J. F. (1997). Diet overlap in a piscivore community. Ecology of freshwater fish, 6(3), 144-149.","tbl_1"
"200","0001H8AKVDQHVAQR93TTEEF4C5","Hodgson",1998,"Ecology of freshwater fish","Hodgson, J. R., He, X., Schindler, D. E., & Kitchell, J. F. (1997). Diet overlap in a piscivore community. Ecology of freshwater fish, 6(3), 144-149.","tbl_2"
"201","0001H8AKVDQHVAQR93TTEEF4C5","Hodgson",1999,"Ecology of freshwater fish","Hodgson, J. R., He, X., Schindler, D. E., & Kitchell, J. F. (1997). Diet overlap in a piscivore community. Ecology of freshwater fish, 6(3), 144-149.","tbl_3"
"202","0001H8AKVDKXRD8XY09NK0X8N4","Huish",1957,"Proceedings of the Southeastern Association of Fish and Wildlife Agencies","Huish, M. T. (1957). Food habits of three centrarchidae in Lake George, Florida. In Proc. Ann. Conf. SE Game Fish Comm (Vol. 11, pp. 293-302).","tbl_1"
"203","0001H8AKVDPF8Q8CK18FSF1D2W","Huish",1957,"Proceedings of the Southeastern Association of Fish and Wildlife Agencies","Huish, M. T. (1957). Food habits of three centrarchidae in Lake George, Florida. In Proc. Ann. Conf. SE Game Fish Comm (Vol. 11, pp. 293-302).","tbl_2"
"204","0001H8AKVDQVA02N9MDK1XCWGY","Huish",1957,"Proceedings of the Southeastern Association of Fish and Wildlife Agencies","Huish, M. T. (1957). Food habits of three centrarchidae in Lake George, Florida. In Proc. Ann. Conf. SE Game Fish Comm (Vol. 11, pp. 293-302).","tbl_3"
"205","0001H8AKVD80NPD9TGGV1HN9KC","Huish",1957,"Proceedings of the Southeastern Association of Fish and Wildlife Agencies","Huish, M. T. (1957). Food habits of three centrarchidae in Lake George, Florida. In Proc. Ann. Conf. SE Game Fish Comm (Vol. 11, pp. 293-302).","tbl_5"
"206","0001H8AKVD0F0ND8151JXHBATQ","Idodo-Umeh",2002,"Tropical Freshwater Biology","Idodo-Umeh, G. (2002). The feeding ecology of bagrid species in river Ase, Niger Delta, Southern Nigeria. Tropical Freshwater Biology, 11(1), 47-68.","tbl_1"
"207","0001H8AKVDGPDHETSG62PX0MDZ","Idodo-Umeh",2002,"Tropical Freshwater Biology","Idodo-Umeh, G. (2002). The feeding ecology of bagrid species in river Ase, Niger Delta, Southern Nigeria. Tropical Freshwater Biology, 11(1), 47-68.","tbl_2"
"208","0001H8AKVE5B4A4J4J6KTX79QX","Idodo-Umeh",2002,"Tropical Freshwater Biology","Idodo-Umeh, G. (2002). The feeding ecology of bagrid species in river Ase, Niger Delta, Southern Nigeria. Tropical Freshwater Biology, 11(1), 47-68.","tbl_5"
"209","0001H8AKVEPG7V8APGFR2M4KT3","Idodo-Umeh",2002,"Tropical Freshwater Biology","Idodo-Umeh, G. (2002). The feeding ecology of bagrid species in river Ase, Niger Delta, Southern Nigeria. Tropical Freshwater Biology, 11(1), 47-68.","tbl_6"
"210","0001H8AKVE7DJ9R8VTYJZF0YD3","Idodo-Umeh",2002,"Tropical Freshwater Biology","Idodo-Umeh, G. (2002). The feeding ecology of bagrid species in river Ase, Niger Delta, Southern Nigeria. Tropical Freshwater Biology, 11(1), 47-68.","tbl_7"
"211","0001H8AKVEBTHK5Q4SRF7DTVGH","Ikusemiju",1977,"Journal of Fish Biology","Ikusemiju and Olaniyan. 1977. J. Fish Biol. 10: 105-112","tbl_1"
"212","0001H8AKVEW20Y5NZKT3C5G4HZ","Ikusemiju",1977,"Journal of Fish Biology","Ikusemiju and Olaniyan. 1977. J. Fish Biol. 10: 105-112","tbl_4"
"213","0001H8AKVEAJCWWZT17TT04D8J","Ikusemiju",1977,"Journal of Fish Biology","Ikusemiju and Olaniyan. 1977. J. Fish Biol. 10: 105-112","tbl_6"
"214","0001H8AKVE56B5RJNR9R7FDC0K","Iyabo",2014,"CJ Agric Sci","Iyabo, U. B. (2014). Diet composition, feeding habits and condition factor of Chrysichthys nigrodigitatus in Ebonyi river (a tropical flood river system), southeastern Nigeria. CJ Agric Sci, 8, 29-37.","tbl_1"
"215","0001H8AKVE3PRN1P702P8WRJHM","Jearld",1970,"Oklahoma State University","Jearld Jr, A. (1970). Fecundity, food habits, age and growth, length-weight relationships and condition of channel catfish, Ictalurus punctatus (Rafinesque), in a 3300-acre turbid Oklahoma reservoir (Doctoral dissertation, Oklahoma State University).","tbl_1"
"216","0001H8AKVE0QQZHBKWHK0K1F76","Jepsen",1997,"Journal of Fish Biology","Jepsen, D. B., Winemiller, K. O., & Taphorn, D. C. (1997). Temporal patterns of resource partitioning among Cichla species in a Venezuelan blackwater river. Journal of Fish Biology, 51(6), 1085-1108.","tbl_5"
"217","0001H8AKVF9KKRK5EFB094N00J","Jo",2016,"Indian Journal of Fisheries","Jo, H. Y. U. N. B. I. N., Yoon, J. D., Kim, J. H., Jeong, K. S., Do, Y. U. N. O., & Joo, G. J. (2016). Diet shifts and delayed piscivory specialisation during the ontogenesis of the largemouth bass Micropterus salmoides (Lacepede, 1802) in the Nakdong River and Upo Wetlands, South Korea. Indian J. Fish, 63(4), 48-54.","tbl_2"
"218","0001H8AKVFKH6CQ5QE2N7YP17G","Joadder",2006,"Rajshahi University","Joadder, M. R. (2006). Food and feeding habits of Gagata youssoufi (Rahman) from the river Padma in Rajshahi. University Journal of Zoology, Rajshahi University, 25, 69-71.","tbl_2"
"219","0001H8AKVF1545YZJCD98PYBYB","Keast",1977,"Environmental Biology of Fishes","Keast, A. (1977). Diet overlaps and feeding relationships between the year classes in the yellow perch (Perca flavescens). Environmental Biology of Fishes, 2(1), 53-70.","tbl_2"
"220","0001H8AKVF1XB7HSFD13JZ1NQE","Keast",1977,"Environmental Biology of Fishes","Keast, A. (1977). Diet overlaps and feeding relationships between the year classes in the yellow perch (Perca flavescens). Environmental Biology of Fishes, 2(1), 53-70.","tbl_2"
"221","0001H8AKVFRBYQ9JHWH31TQQKP","Keast",1977,"Environmental Biology of Fishes","Keast, A. (1977). Diet overlaps and feeding relationships between the year classes in the yellow perch (Perca flavescens). Environmental Biology of Fishes, 2(1), 53-70.","tbl_2"
"222","0001H8AKVFJXZT3DVW6W1CVZ6C","Keast",1977,"Environmental Biology of Fishes","Keast, A. (1977). Diet overlaps and feeding relationships between the year classes in the yellow perch (Perca flavescens). Environmental Biology of Fishes, 2(1), 53-70.","tbl_2"
"223","0001H8AKVF2SSP72P9NA0DBZ0W","Kalogianni",2010,"Aquatic ecology","Kalogianni, E., Giakoumi, S., Andriopoulou, A., & Chatzinikolaou, Y. (2010). Feeding ecology of the critically endangered Valencia letourneuxi (Valenciidae). Aquatic ecology, 44(1), 289-299.","tbl_1"
"224","0001H8AKVGQD2FX3B91S44KXK5","King",2005,"Marine and Freshwater Research","King, A. J. (2005). Ontogenetic dietary shifts of fishes in an Australian floodplain river. Marine and Freshwater Research, 56(2), 215-225.","tbl_1"
"225","0001H8AKVGAXPRM1F4C3TF1H6W","Kliemann",2019,"Marine and Freshwater Research","Kliemann, B. C. K., Baldasso, M. C., Pini, S. F. R., Makrakis, M. C., Makrakis, S., & Delariva, R. L. (2019). Assessing the diet and trophic niche breadth of an omnivorous fish (Glanidium ribeiroi) in subtropical lotic environments: intraspecific and ontogenic responses to spatial variations. Marine and Freshwater Research, 70(8), 1116-1128.","tbl_1"
"226","0001H8AKVG299HKDFXAYYM6N1P","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_10"
"227","0001H8AKVGK6P9N7CPRKK9GRR5","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_13"
"228","0001H8AKVGVE003KFV3YN7VX8W","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_14"
"229","0001H8AKVHQPCX7FTXZRXVK86B","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_15"
"230","0001H8AKVHBZW93K370E66Z3QK","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_16"
"231","0001H8AKVHPN9MN8XM0844MZJF","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_17"
"232","0001H8AKVH0X8QAFEEMVBFE2S1","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_19"
"233","0001H8AKVH4SJS7B6G68B3YQRE","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_20"
"234","0001H8AKVHNS5NBGE837TMZ63E","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_22"
"235","0001H8AKVHZ9XHCS41Z3H4EQ84","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_23"
"236","0001H8AKVH6JHRXP0QN8MT6E5T","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_24"
"237","0001H8AKVJCEXQQ87M0V6VY20C","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_25"
"238","0001H8AKVJZNBYA0EBYJP1JSXY","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_26"
"239","0001H8AKVJ98A9HB5905KWY544","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_27"
"240","0001H8AKVJNM93X4RV539WGRFG","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_29"
"241","0001H8AKVJF1PH9PCKSWE32EKP","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_30"
"242","0001H8AKVJY8E9AP8T9ZMVCCPH","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_32"
"243","0001H8AKVJPQ0JWD5P378RZ3N8","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_33"
"244","0001H8AKVJQP2ZKCK8MB94N5MA","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_34"
"245","0001H8AKVKQKGVB4SA1CEMJMCA","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_34"
"246","0001H8AKVK78BQCP9ZSYCB0MJR","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_36"
"247","0001H8AKVK85F1R9W11SCNMYXX","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_37"
"248","0001H8AKVKVTHS42AH0CM1S5HM","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_38"
"249","0001H8AKVKHM6Y4A87ZJ61GC0C","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_40"
"250","0001H8AKVKSY4969150K7PRNBJ","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_41"
"251","0001H8AKVK7TTBEZBC97PZCMNZ","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_6"
"252","0001H8AKVK3PXDVXVK5508Y0Z3","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_7"
"253","0001H8AKVMXW4HC2225MCKTPHJ","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_8"
"254","0001H8AKVMY00BBP4NNTFWE6ZH","Knoppel",1970,"AMAZONIANA","Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.","tbl_9"
"255","0001H8AKVMK3JQD10G421FJ3EX","Vijayakumar",1985,"Netherlands journal of zoology","Vijayakumar, B., Padmanabhan, K. G., Kortmulder, K., & Kumar, K. P. (1985). Food and feeding habits of two cyprinid forage fishes, Puntius (= Barbus) filamentosus (Val.) and P. amphibius (Val.) from South Kerala, India. Netherlands journal of zoology, 36(4), 449-460.","tbl_2"
"256","0001H8AKVM7PDYRKNR316V0BS1","Vijayakumar",1985,"Netherlands journal of zoology","Vijayakumar, B., Padmanabhan, K. G., Kortmulder, K., & Kumar, K. P. (1985). Food and feeding habits of two cyprinid forage fishes, Puntius (= Barbus) filamentosus (Val.) and P. amphibius (Val.) from South Kerala, India. Netherlands journal of zoology, 36(4), 449-460.","tbl_6"
"257","0001H8AKVMDKRAP16V8XJH071W","Lachner",1950,"The Journal of Wildlife Management","Lachner, E. A. (1950). Food, growth and habits of fingerling northern smallmouth bass, Micropterus dolomieu dolomieu Lacepede, in trout waters of western New York. The Journal of Wildlife Management, 50-56.","tbl_2"
"258","0001H8AKVNEAKEWHPW86T0Z62Z","Leonard",1939,"Transactions of the American Fisheries Society","Leonard, J. W. (1939). Feeding Habits of the Montana Grayling (Thymallus Montanus Milner) in Ford Lake, Michigan. Transactions of the American Fisheries Society, 68(1), 188-195.","tbl_1"
"259","0001H8AKVNJJJV4EK0WKKAHMS9","Leonard",1942,"Transactions of the American Fisheries Society","Leonard, J. W. (1942). Some observations on the winter feeding habits of brook trout fingerlings in relation to natural food organisms present. Transactions of the American Fisheries Society, 71(1), 219-227.","tbl_5"
"260","0001H8AKVNZD5RBMK0DXRXDDRF","Leonard",1942,"Transactions of the American Fisheries Society","Leonard, J. W. (1942). Some observations on the winter feeding habits of brook trout fingerlings in relation to natural food organisms present. Transactions of the American Fisheries Society, 71(1), 219-227.","tbl_7"
"261","0001H8AKVNTR7YPTZ07EG24AMW","Liang",2008,"Aquaculture Research","Liang, X. F., Lin, X., Li, S., & Liu, J. K. (2008). Impact of environmental and innate factors on the food habit of Chinese perch Siniperca chuatsi (Basilewsky)(Percichthyidae). Aquaculture Research, 39(2), 150-157.","tbl_3"
"262","0001H8AKVN1ZBYQS94V40J9Q9Y","Lopes",2017,"Biological Sciences","Lopes, D. A., Vieira, K. R. I., da Silva Mota, R., de Souza, M. R. F., dos Santos Costa, F. E., & Paiva, F. (2017). Opportunistic diet of Triportheus nematurus (Characiformes: Triportheidae) in Southern Pantanal ponds: influences of temporal availability and abundance of resources. Acta Scientiarum. Biological Sciences, 39(4), 441447.","tbl_1"
"263","0001H8AKVN7HZ1SBHBPS4SNH07","Madenjian",1998,"Transactions of the American Fisheries Society","Madenjian, C. P., Desorcie, T. J., & Stedman, R. M. (1998). Ontogenic and spatial patterns in diet and growth of lake trout in Lake Michigan. Transactions of the American Fisheries Society, 127(2), 236-252.","tbl_A"
"264","0001H8AKVNNC72W69V3D79WYB5","MagalhãEs",1993,"Oecologia","Magalhães, M. F. (1993). Feeding of an Iberian stream cyprinid assemblage: seasonality of resource use in a highly variable environment. Oecologia, 96(2), 253-260.","apdx_1"
"265","0001H8AKVP4P6HE1C0NX1HBFGZ","MagalhãEs",1993,"Oecologia","Magalhães, M. F. (1993). Feeding of an Iberian stream cyprinid assemblage: seasonality of resource use in a highly variable environment. Oecologia, 96(2), 253-260.","apdx_2"
"266","0001H8AKVPPXYAHP6460PREW8Y","MagalhãEs",1993,"Oecologia","Magalhães, M. F. (1993). Feeding of an Iberian stream cyprinid assemblage: seasonality of resource use in a highly variable environment. Oecologia, 96(2), 253-260.","apdx_3"
"267","0001H8AKVP9W5A2QWJ1H47BVK2","MagalhãEs",1993,"Oecologia","Magalhães, M. F. (1993). Feeding of an Iberian stream cyprinid assemblage: seasonality of resource use in a highly variable environment. Oecologia, 96(2), 253-260.","tbl_2"
