author,year,journal,citation,table_figure,source_id
Ikusemiju,1977,NA,Ikusemiju and Olaniyan. 1977. J. Fish Biol. 10: 105-112,tbl_4,330
Ikusemiju,1977,NA,Ikusemiju and Olaniyan. 1977. J. Fish Biol. 10: 105-112,tbl_6,331
Iyabo,2014,CJ Agric Sci,"Iyabo, U. B. (2014). Diet composition, feeding habits and condition factor of Chrysichthys nigrodigitatus in Ebonyi river (a tropical flood river system), southeastern Nigeria. CJ Agric Sci, 8, 29-37.",tbl_1,332
Jearld,1970,Oklahoma State University,"Jearld Jr, A. (1970). Fecundity, food habits, age and growth, length-weight relationships and condition of channel catfish, Ictalurus punctatus (Rafinesque), in a 3300-acre turbid Oklahoma reservoir (Doctoral dissertation, Oklahoma State University).",tbl_1,336
Jepsen,1997,NA,"Jepsen, D. B., Winemiller, K. O., & Taphorn, D. C. (1997). Temporal patterns of resource partitioning among Cichla species in a Venezuelan blackwater river. Journal of Fish Biology, 51(6), 1085-1108.",tbl_5,339
Jo,2016,Indian Journal of Fisheries,"Jo, H. Y. U. N. B. I. N., Yoon, J. D., Kim, J. H., Jeong, K. S., Do, Y. U. N. O., & Joo, G. J. (2016). Diet shifts and delayed piscivory specialisation during the ontogenesis of the largemouth bass Micropterus salmoides (Lacepede, 1802) in the Nakdong River and Upo Wetlands, South Korea. Indian J. Fish, 63(4), 48-54.",tbl_2,343
Joadder,2006,Rajshahi University,"Joadder, M. R. (2006). Food and feeding habits of Gagata youssoufi (Rahman) from the river Padma in Rajshahi. University Journal of Zoology, Rajshahi University, 25, 69-71.",tbl_2,344
Keast,1977,Environmental Biology of Fishes,"Keast, A. (1977). Diet overlaps and feeding relationships between the year classes in the yellow perch (Perca flavescens). Environmental Biology of Fishes, 2(1), 53-70.",tbl_2,355
Kalogianni,2010,Aquatic ecology,"Kalogianni, E., Giakoumi, S., Andriopoulou, A., & Chatzinikolaou, Y. (2010). Feeding ecology of the critically endangered Valencia letourneuxi (Valenciidae). Aquatic ecology, 44(1), 289-299.",tbl_1,351
King,2005,Marine and Freshwater Research,"King, A. J. (2005). Ontogenetic dietary shifts of fishes in an Australian floodplain river. Marine and Freshwater Research, 56(2), 215-225.",tbl_1,366
Kliemann,2019,Marine and Freshwater Research,"Kliemann, B. C. K., Baldasso, M. C., Pini, S. F. R., Makrakis, M. C., Makrakis, S., & Delariva, R. L. (2019). Assessing the diet and trophic niche breadth of an omnivorous fish (Glanidium ribeiroi) in subtropical lotic environments: intraspecific and ontogenic responses to spatial variations. Marine and Freshwater Research, 70(8), 1116-1128.",tbl_1,373
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_10,375
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_13,376
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_14,377
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_15,378
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_16,379
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_17,380
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_19,381
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_20,382
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_22,383
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_23,384
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_24,385
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_25,386
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_26,387
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_27,388
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_29,389
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_30,390
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_32,391
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_33,392
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_34,393
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_36,394
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_37,395
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_38,396
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_40,397
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_41,398
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_6,400
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_7,401
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_8,402
Knoppel,1970,AMAZONIANA,"Knoppel, H. A., Knöppel, H. A., & Knoppel, H. (1970). Food of central Amazonian fishes. Contribution on of the nutrient-ecology of Amazonian rain forest streams.",tbl_9,403
Vijayakumar,1985,Netherlands journal of zoology,"Vijayakumar, B., Padmanabhan, K. G., Kortmulder, K., & Kumar, K. P. (1985). Food and feeding habits of two cyprinid forage fishes, Puntius (= Barbus) filamentosus (Val.) and P. amphibius (Val.) from South Kerala, India. Netherlands journal of zoology, 36(4), 449-460.",tbl_2,759
Vijayakumar,1985,Netherlands journal of zoology,"Vijayakumar, B., Padmanabhan, K. G., Kortmulder, K., & Kumar, K. P. (1985). Food and feeding habits of two cyprinid forage fishes, Puntius (= Barbus) filamentosus (Val.) and P. amphibius (Val.) from South Kerala, India. Netherlands journal of zoology, 36(4), 449-460.",tbl_6,760
Lachner,1950,The Journal of Wildlife Management,"Lachner, E. A. (1950). Food, growth and habits of fingerling northern smallmouth bass, Micropterus dolomieu dolomieu Lacepede, in trout waters of western New York. The Journal of Wildlife Management, 50-56.",tbl_2,419
Leonard,1939,Transactions of the American Fisheries Society,"Leonard, J. W. (1939). Feeding Habits of the Montana Grayling (Thymallus Montanus Milner) in Ford Lake, Michigan. Transactions of the American Fisheries Society, 68(1), 188-195.",tbl_1,426
Leonard,1942,Transactions of the American Fisheries Society,"Leonard, J. W. (1942). Some observations on the winter feeding habits of brook trout fingerlings in relation to natural food organisms present. Transactions of the American Fisheries Society, 71(1), 219-227.",tbl_5,427
Leonard,1942,Transactions of the American Fisheries Society,"Leonard, J. W. (1942). Some observations on the winter feeding habits of brook trout fingerlings in relation to natural food organisms present. Transactions of the American Fisheries Society, 71(1), 219-227.",tbl_7,428
Liang,2008,Aquaculture Research,"Liang, X. F., Lin, X., Li, S., & Liu, J. K. (2008). Impact of environmental and innate factors on the food habit of Chinese perch Siniperca chuatsi (Basilewsky)(Percichthyidae). Aquaculture Research, 39(2), 150-157.",tbl_3,433
Lopes,2017,Biological Sciences,"Lopes, D. A., Vieira, K. R. I., da Silva Mota, R., de Souza, M. R. F., dos Santos Costa, F. E., & Paiva, F. (2017). Opportunistic diet of Triportheus nematurus (Characiformes: Triportheidae) in Southern Pantanal ponds: influences of temporal availability and abundance of resources. Acta Scientiarum. Biological Sciences, 39(4), 441447.",tbl_1,437
Madenjian,1998,Transactions of the American Fisheries Society,"Madenjian, C. P., Desorcie, T. J., & Stedman, R. M. (1998). Ontogenic and spatial patterns in diet and growth of lake trout in Lake Michigan. Transactions of the American Fisheries Society, 127(2), 236-252.",tbl_A,443
MagalhãEs,1993,Oecologia,"Magalhães, M. F. (1993). Feeding of an Iberian stream cyprinid assemblage: seasonality of resource use in a highly variable environment. Oecologia, 96(2), 253-260.",apdx_1,445
MagalhãEs,1993,Oecologia,"Magalhães, M. F. (1993). Feeding of an Iberian stream cyprinid assemblage: seasonality of resource use in a highly variable environment. Oecologia, 96(2), 253-260.",apdx_2,446
MagalhãEs,1993,Oecologia,"Magalhães, M. F. (1993). Feeding of an Iberian stream cyprinid assemblage: seasonality of resource use in a highly variable environment. Oecologia, 96(2), 253-260.",apdx_3,447
MagalhãEs,1993,Oecologia,"Magalhães, M. F. (1993). Feeding of an Iberian stream cyprinid assemblage: seasonality of resource use in a highly variable environment. Oecologia, 96(2), 253-260.",tbl_2,448
Maitland,1965,The Journal of Animal Ecology,"Maitland, P. S. (1965). The feeding relationships of salmon, trout, minnows, stone loach and threespined sticklebacks in the River Endrick, Scotland. The Journal of Animal Ecology, 109133.",tbl_2,449
Malmquist,1992,Journal of Animal Ecology,"Malmquist, H. J., Snorrason, S. S., Skulason, S., Jonsson, B., Sandlund, O. T., & Jonasson, P. M. (1992). Diet differentiation in polymorphic Arctic charr in Thingvallavatn, Iceland. Journal of Animal Ecology, 21-35.",tbl_1,455
Malmquist,1992,Journal of Animal Ecology,"Malmquist, H. J., Snorrason, S. S., Skulason, S., Jonsson, B., Sandlund, O. T., & Jonasson, P. M. (1992). Diet differentiation in polymorphic Arctic charr in Thingvallavatn, Iceland. Journal of Animal Ecology, 21-35.",tbl_10,456
Malmquist,1992,Journal of Animal Ecology,"Malmquist, H. J., Snorrason, S. S., Skulason, S., Jonsson, B., Sandlund, O. T., & Jonasson, P. M. (1992). Diet differentiation in polymorphic Arctic charr in Thingvallavatn, Iceland. Journal of Animal Ecology, 21-35.",tbl_6,457
Malmquist,1992,Journal of Animal Ecology,"Malmquist, H. J., Snorrason, S. S., Skulason, S., Jonsson, B., Sandlund, O. T., & Jonasson, P. M. (1992). Diet differentiation in polymorphic Arctic charr in Thingvallavatn, Iceland. Journal of Animal Ecology, 21-35.",tbl_9,458
Manfield,1998,New Zealand Journal of Marine and Freshwater Research,"Mansfield, S., & McArdle, B. H. (1998). Dietary composition of Gambusia affinis (Family Poeciliidae) populations in the northern Waikato region of New Zealand. New Zealand Journal of Marine and Freshwater Research, 32(3), 375-383.",tbl_5,459
Markle,1970,Chesapeake Science,"Markle, D. F., & Grant, G. C. (1970). The summer food habits of young-of-the year striped bass in three Virginia rivers. Chesapeake Science, 11(1), 50-54.",tbl_1,464
Mathur,1973,Transactions of the American Fisheries Society,"Mathur, D. (1973). Food habits and feeding chronology of the blackbanded darter, Percina nigrofasciata (Agassiz), in Halawakee Creek, Alabama. Transactions of the American Fisheries Society, 102(1), 48-55.",tbl_3,474
Mathur,1973,Transactions of the American Fisheries Society,"Mathur, D. (1973). Food habits and feeding chronology of the blackbanded darter, Percina nigrofasciata (Agassiz), in Halawakee Creek, Alabama. Transactions of the American Fisheries Society, 102(1), 48-55.",tbl_4,475
Masdeu,2011,Neotropical Ichthyology,"Masdeu, M., Mello, F. T. D., Loureiro, M., & Arim, M. (2011). Feeding habits and morphometry of Iheringichthys labrosus (Lütken, 1874) in the Uruguay River (Uruguay). Neotropical Ichthyology, 9(3), 657664.",tbl_3,472
Massmann,1963,Chesapeake Science,"Massmann, W. H. (1963). Summer food of juvenile American shad in Virginia waters. Chesapeake Science, 4(4), 167-171.",tbl_3,473
Marthur,1972,American Midland Naturalist,"Mathur, D. (1972). Seasonal food habits of adult white crappie, Pomoxis annularis Rafinesque, in Conowingo Reservoir. American Midland Naturalist, 236-241.",tbl_2,469
Mazzoni,2010,Brazilian Journal of Biology,"Mazzoni, R., Moraes, M., Rezende, C. F., & Iglesias-Rios, R. (2010). Diet and feeding daily rhythm of Pimelodella lateristriga (Osteichthyes, Siluriformes) in a coastal stream from Serra do Mar-RJ. Brazilian Journal of Biology, 70(4), 1123-1129.",tbl_1,478
Merona,2004,Neotropical Ichthyology,"Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.",tbl_1,481
Merona,2004,Neotropical Ichthyology,"Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.",tbl_2,482
Milardi,2016,NA,"Milardi, M., Thomas, S. M., & Kahilainen, K. K. (2016). Reliance of brown trout on terrestrial prey varies with season but not fish density. Freshwater Biology, 61(7), 1143-1156.",tbl_1,488
Mittelbach,1984,Ecology,"Mittelbach, G. G. (1984). Predation and resource partitioning in two sunfishes (Centrarchidae). Ecology, 65(2), 499-513.",tbl_1,495
Mittelbach,1985,Ecology,"Mittelbach, G. G. (1984). Predation and resource partitioning in two sunfishes (Centrarchidae). Ecology, 65(2), 499-513.",tbl_1,496
Mittelbach,1986,Ecology,"Mittelbach, G. G. (1984). Predation and resource partitioning in two sunfishes (Centrarchidae). Ecology, 65(2), 499-513.",tbl_1,497
Mittelbach,1987,Ecology,"Mittelbach, G. G. (1984). Predation and resource partitioning in two sunfishes (Centrarchidae). Ecology, 65(2), 499-513.",tbl_1,498
Mittelbach,1988,Ecology,"Mittelbach, G. G. (1984). Predation and resource partitioning in two sunfishes (Centrarchidae). Ecology, 65(2), 499-513.",tbl_1,499
Mittelbach,1989,Ecology,"Mittelbach, G. G. (1984). Predation and resource partitioning in two sunfishes (Centrarchidae). Ecology, 65(2), 499-513.",tbl_1,500
Mittelbach,1990,Ecology,"Mittelbach, G. G. (1984). Predation and resource partitioning in two sunfishes (Centrarchidae). Ecology, 65(2), 499-513.",tbl_1,501
Mittelbach,1991,Ecology,"Mittelbach, G. G. (1984). Predation and resource partitioning in two sunfishes (Centrarchidae). Ecology, 65(2), 499-513.",tbl_1,502
Mittelbach,1992,Ecology,"Mittelbach, G. G. (1984). Predation and resource partitioning in two sunfishes (Centrarchidae). Ecology, 65(2), 499-513.",tbl_1,503
Mittelbach,1993,Ecology,"Mittelbach, G. G. (1984). Predation and resource partitioning in two sunfishes (Centrarchidae). Ecology, 65(2), 499-513.",tbl_1,504
Mittelbach,1995,Ecology,"Mittelbach, G. G. (1984). Predation and resource partitioning in two sunfishes (Centrarchidae). Ecology, 65(2), 499-513.",tbl_1,505
Mittelbach,1996,Ecology,"Mittelbach, G. G. (1984). Predation and resource partitioning in two sunfishes (Centrarchidae). Ecology, 65(2), 499-513.",tbl_1,506
Mkumbo,1992,Hydrobiologia,"Mkumbo, O. C., & Ligtvoet, W. (1992). Changes in the diet of Nile perch, Lates niloticus (L), in the Mwanza Gulf, Lake Victoria. Hydrobiologia, 232(1), 79-83.",tbl_1,508
Mosepele,2012,Acta ichthyologica et piscatoria,"Mosepele, K., Mosepele, B., Wolski, P., & Kolding, J. (2012). DYNAMICS OF THE FEEDING ECOLOGY OF SELECTED FISH SPECIES FROM THE OKAVANGO RIVER DELTA, BOTSWANA. Acta Ichthyologica et Piscatoria, 42(4).",tbl_3,516
Mosepele,2012,Acta ichthyologica et piscatoria,"Mosepele, K., Mosepele, B., Wolski, P., & Kolding, J. (2012). DYNAMICS OF THE FEEDING ECOLOGY OF SELECTED FISH SPECIES FROM THE OKAVANGO RIVER DELTA, BOTSWANA. Acta Ichthyologica et Piscatoria, 42(4).",tbl_4,517
Mosepele,2012,Acta ichthyologica et piscatoria,"Mosepele, K., Mosepele, B., Wolski, P., & Kolding, J. (2012). DYNAMICS OF THE FEEDING ECOLOGY OF SELECTED FISH SPECIES FROM THE OKAVANGO RIVER DELTA, BOTSWANA. Acta Ichthyologica et Piscatoria, 42(4).",tbl_5,518
Mosepele,2012,Acta ichthyologica et piscatoria,"Mosepele, K., Mosepele, B., Wolski, P., & Kolding, J. (2012). DYNAMICS OF THE FEEDING ECOLOGY OF SELECTED FISH SPECIES FROM THE OKAVANGO RIVER DELTA, BOTSWANA. Acta Ichthyologica et Piscatoria, 42(4).",tbl_6,519
Mosepele,2012,Acta ichthyologica et piscatoria,"Mosepele, K., Mosepele, B., Wolski, P., & Kolding, J. (2012). DYNAMICS OF THE FEEDING ECOLOGY OF SELECTED FISH SPECIES FROM THE OKAVANGO RIVER DELTA, BOTSWANA. Acta Ichthyologica et Piscatoria, 42(4).",tbl_7,520
Mosepele,2012,Acta ichthyologica et piscatoria,"Mosepele, K., Mosepele, B., Wolski, P., & Kolding, J. (2012). DYNAMICS OF THE FEEDING ECOLOGY OF SELECTED FISH SPECIES FROM THE OKAVANGO RIVER DELTA, BOTSWANA. Acta Ichthyologica et Piscatoria, 42(4).",tbl_8,521
Mosepele,2012,Acta ichthyologica et piscatoria,"Mosepele, K., Mosepele, B., Wolski, P., & Kolding, J. (2012). DYNAMICS OF THE FEEDING ECOLOGY OF SELECTED FISH SPECIES FROM THE OKAVANGO RIVER DELTA, BOTSWANA. Acta Ichthyologica et Piscatoria, 42(4).",tbl_9,522
Mosepele,2012,Acta ichthyologica et piscatoria,"Mosepele, K., Mosepele, B., Wolski, P., & Kolding, J. (2012). DYNAMICS OF THE FEEDING ECOLOGY OF SELECTED FISH SPECIES FROM THE OKAVANGO RIVER DELTA, BOTSWANA. Acta Ichthyologica et Piscatoria, 42(4).",tbl_10,515
Moshin,1977,The Southwestern Naturalist,"Moshin, A. M., & Gallaway, B. J. (1977). Seasonal abundance, distribution, food habitats and condition of the southern brook lamprey, Ichthyomyzon gagei Hubbs & Trautman, in an east Texas watershed. The Southwestern Naturalist, 107-114.",tbl_1,523
Muir,1988,California Fish and Game,"Muir, W. D., Emmett, R. L., & McConnell, R. J. (1988). Diet of juvenile and subadult white sturgeon in the lower Columbia River and its estuary. California Fish and Game, 74(1), 49-54.",tbl_1,529
Muoneke,1992,NA,"Muoneke, M. I., Henry, C. C., & Maughan, O. E. (1992). Population structure and food habits of white crappie Pomoxis annularis Rafinesque in a turbid Oklahoma reservoir. Journal of Fish Biology, 41(4), 647-654.",tbl_3,532
Murphy,2005,Proceedings of the Southeastern Association of Fish and Wildlife Agencies,"Murphy, G. W., Newcomb, T. J., Orth, D. J., & Reeser, S. J. (2005). Food habits of selected fish species in the Shenandoah River Basin, Virginia. In Proc Annu Conf Southeast Assoc Fish and Wildl Agencies (Vol. 59, pp. 325-335).",tbl_1,533
Murphy,2005,Proceedings of the Southeastern Association of Fish and Wildlife Agencies,"Murphy, G. W., Newcomb, T. J., Orth, D. J., & Reeser, S. J. (2005). Food habits of selected fish species in the Shenandoah River Basin, Virginia. In Proc Annu Conf Southeast Assoc Fish and Wildl Agencies (Vol. 59, pp. 325-335).",tbl_2,534
Murphy,2005,Proceedings of the Southeastern Association of Fish and Wildlife Agencies,"Murphy, G. W., Newcomb, T. J., Orth, D. J., & Reeser, S. J. (2005). Food habits of selected fish species in the Shenandoah River Basin, Virginia. In Proc Annu Conf Southeast Assoc Fish and Wildl Agencies (Vol. 59, pp. 325-335).",tbl_3,535
Naiman,1975,Transactions of the American Fisheries Society,NA,tbl_1,541
Naiman,1975,Transactions of the American Fisheries Society,NA,tbl_2,542
Neill,1938,Earth and Environmental Science Transactions of The Royal Society of Edinburgh,"Neill, R. M. (1938). XVIII.—The Food and Feeding of the Brown Trout (Salmo trutta L.) in Relation to the Organic Environment. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 59(2), 481-520.",tbl_B,549
Neuhaus,2016,Journal of Applied Ichthyology,"Neuhaus, E. B., Antonetti, D. A., & Schulz, U. H. (2016). The invasive fish Acestrorhynchus pantaneiro Menezes, 1992 in Southern Brazil: Occurrence and food niche overlap with two native species. Journal of Applied Ichthyology, 32(6), 1107-1112.",tbl_2,550
Nico,1988,Biotropica,"Nico, L. G., & Taphorn, D. C. (1988). Food habits of piranhas in the low llanos of Venezuela. Biotropica, 311-321.",tbl_2,552
Nico,1988,Biotropica,"Nico, L. G., & Taphorn, D. C. (1988). Food habits of piranhas in the low llanos of Venezuela. Biotropica, 311-321.",tbl_3,553
Nico,1988,Biotropica,"Nico, L. G., & Taphorn, D. C. (1988). Food habits of piranhas in the low llanos of Venezuela. Biotropica, 311-321.",tbl_4,554
Nico,1988,Biotropica,"Nico, L. G., & Taphorn, D. C. (1988). Food habits of piranhas in the low llanos of Venezuela. Biotropica, 311-321.",tbl_5,555
Nico,1988,Biotropica,"Nico, L. G., & Taphorn, D. C. (1988). Food habits of piranhas in the low llanos of Venezuela. Biotropica, 311-321.",tbl_6,556
Nico,1988,Biotropica,"Nico, L. G., & Taphorn, D. C. (1988). Food habits of piranhas in the low llanos of Venezuela. Biotropica, 311-321.",tbl_7,557
Nico,1990,NA,"Nico, L. G. (1990). Feeding chronology of juvenile piranhas, Pygocentrus notatus, in the Venezuelan llanos. Environmental biology of fishes, 29(1), 51-57.",tbl_2,551
Olaya-Nieto,2016,NA,"Olaya-Nieto, C. W., Camargo-Herrera, L., Díaz-Sajonero, V., & Segura-Guevara, F. F. (2016). Feeding habits of Cocobolo Andinoacara pulcher in the cienaga Grande de Lorica, Colombia. Revista MVZ Córdoba, 21(1), 5189-5197.",tbl_1,591
Nilsson,1955,Report of Institute of Freshwater Research Drottningholm,"Nilsson, N. A. (1955). Studies on the feeding hibits of trout and char in north Swedish lakes. Report of Institute of Freshwater Research Drottningholm, 36, 163-225.",tbl_13,562
Nilsson,1981,Canadian Journal of Fisheries and Aquatic Sciences,"Nilsson, N. A., & Northcote, T. G. (1981). Rainbow trout (Salmo gairdneri) and cutthroat trout (S. clarki) interactions in coastal British Columbia lakes. Canadian Journal of Fisheries and Aquatic Sciences, 38(10), 1228-1246.",tbl_4,563
Nilsson,1981,Canadian Journal of Fisheries and Aquatic Sciences,"Nilsson, N. A., & Northcote, T. G. (1981). Rainbow trout (Salmo gairdneri) and cutthroat trout (S. clarki) interactions in coastal British Columbia lakes. Canadian Journal of Fisheries and Aquatic Sciences, 38(10), 1228-1246.",tbl_5,564
Nilsson,1981,Canadian Journal of Fisheries and Aquatic Sciences,"Nilsson, N. A., & Northcote, T. G. (1981). Rainbow trout (Salmo gairdneri) and cutthroat trout (S. clarki) interactions in coastal British Columbia lakes. Canadian Journal of Fisheries and Aquatic Sciences, 38(10), 1228-1246.",tbl_6,565
Okey,2017,Fisheries and Aquaculture Journal,"Okey, I., Offem, B. O., & Keremah, R. I. (2017). Length-weight relationship, condition factor and gut content of Chrysichthys furcatus Gunther, 1864 (Bagridae) from Cross River at Ahaha. Fish Aqua J, 8(228), 2.",tbl_1,589
Olojo,2003,"NAGA, WorldFish Center Quarterly","Olojo, E. A. A., Olurin, K. B., & Osikoya, O. J. (2003). Food and feeding habits of Synodontis nigrita from the Osun River, SW Nigeria.",tbl_1,592
Olurin,1991,Archiv fuer Hydrobiologie,"Olurin, K. B., & Awolesi, O. O. (1991). Food of some fishes of Owa Stream, south-western Nigeria. Archiv fuer Hydrobiologie, 122(1), 95-103.",tbl_1,594
Olurin,1991,Archiv fuer Hydrobiologie,"Olurin, K. B., & Awolesi, O. O. (1991). Food of some fishes of Owa Stream, south-western Nigeria. Archiv fuer Hydrobiologie, 122(1), 95-103.",tbl_2,595
Otuogbai,2000,Edo State University,"Otuogbai, T. M., Ikhenoba, A., & Elakhame, L. (2000). Food and feeding habits of the African lungfish, Protopterus annectens (Owens)(Pisces: Sarcopterygii) in the flood plains of River Niger in Etsako east of Edo State, Nigeria.",tbl_3,600
Owolabi,2008,International Journal of Tropical Biology and Conservation,"Owolabi, O. D. (2008). The dietary habits of the upside-down catfish, Synodontis membranaceus (Osteichthyes: Mochokidae) in Jebba lake, Nigeria. Revista de biologia tropical, 56(2), 931-936.",tbl_1,601
Panek,2013,Northeastern Naturalist,"Panek, F. M., & Weis, J. S. (2013). Diet of the Eastern Mudminnow (Umbra pygmaea DeKay) from two geographically distinct populations within the North American native range. Northeastern Naturalist, 20(1), 37-48.",tbl_1,603
Panek,2013,Northeastern Naturalist,"Panek, F. M., & Weis, J. S. (2013). Diet of the Eastern Mudminnow (Umbra pygmaea DeKay) from two geographically distinct populations within the North American native range. Northeastern Naturalist, 20(1), 37-48.",tbl_3,604
Pereira,2007,Neotropical Ichthyology,"Pereira, P. R., Agostinho, C. S., Oliveira, R. J. D., & Marques, E. E. (2007). Trophic guilds of fishes in sandbank habitats of a Neotropical river. Neotropical Ichthyology, 5(3), 399-404.",tbl_2,608
Perry,1970,Kansas State University,"Perry, K. R. (1970). The distribution and food habits of bottom fishes in Tuttle Creek Reservoir (Doctoral dissertation, Kansas State University).",tbl_18,609
Perry,1970,Kansas State University,"Perry, K. R. (1970). The distribution and food habits of bottom fishes in Tuttle Creek Reservoir (Doctoral dissertation, Kansas State University).",tbl_19,610
Pollard,1973,Australian Journal of Marine and Freshwater Research,NA,tbl_6,626
Pollard,1973,Australian Journal of Marine and Freshwater Research,"Pollard, D. A. (1971). The biology of a landlocked form of the normally catadromous salmoniform fish Galaxias maculatus (Jenyns). I. Life cycle and origin. Marine and Freshwater Research, 22(2), 91-124.",tbl_3,625
